"Index" "Row.names" "DJI.Close" "MMM" "AXP" "AAPL" "BA" "CAT" "CVX" "CSCO" "KO" "DIS" "XOM" "GE" "GS" "HD" "IBM" "INTC" "JNJ" "JPM" "MCD" "MRK" "MSFT" "NKE" "PFE" "PG" "TRV" "UTX" "UNH" "VZ" "V" "WMT"
93 "2013-05-15" 1 0 1 0 0 0 0 1 1 1 0 0 1 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 1 1
94 "2013-05-16" 1 0 0 1 0 1 0 1 1 0 1 0 1 1 0 1 1 1 1 0 1 0 0 0 0 0 1 0 1 1
95 "2013-05-17" 0 0 0 0 1 0 0 1 0 0 1 0 1 0 1 0 1 1 0 0 1 0 0 0 0 0 1 0 1 0
96 "2013-05-20" 0 0 1 1 1 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0
97 "2013-05-21" 0 0 0 1 1 1 0 1 0 0 1 0 1 1 1 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0
98 "2013-05-22" 1 0 0 1 0 1 0 0 0 0 0 0 1 1 0 1 0 0 1 1 1 0 1 0 1 0 0 1 0 0
99 "2013-05-23" 1 0 0 1 1 0 0 0 0 1 0 0 1 1 1 0 1 0 0 1 1 1 0 0 0 0 0 1 0 0
100 "2013-05-24" 1 0 1 1 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0
101 "2013-05-28" 0 0 0 1 1 0 0 1 0 1 0 0 1 0 0 1 0 1 0 0 1 0 0 1 0 0 0 0 0 1
102 "2013-05-29" 0 0 0 1 1 0 0 0 0 1 0 0 1 0 0 1 1 1 0 0 1 0 0 0 0 0 1 0 0 0
103 "2013-05-30" 0 0 0 1 1 0 0 1 0 0 0 1 1 0 1 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0
104 "2013-05-31" 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
105 "2013-06-03" 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0
106 "2013-06-04" 1 0 0 1 0 1 0 1 1 1 0 1 1 0 0 1 0 1 1 1 0 0 1 0 0 0 0 0 1 1
107 "2013-06-05" 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 1 0 0 0 0 0 0
108 "2013-06-06" 1 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 1 0 1 1 0 0 0 1 0 0
109 "2013-06-07" 0 0 0 1 1 0 0 1 0 1 0 0 1 1 1 0 0 1 0 1 1 0 1 1 0 0 0 0 0 1
110 "2013-06-10" 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 1 0 1 0
111 "2013-06-11" 0 0 0 1 0 1 0 0 1 0 0 0 0 1 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0
112 "2013-06-12" 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0 0 1 1 0 0
113 "2013-06-13" 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 1 0 1 0 0 0 1 0 1 0
114 "2013-06-14" 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 1 0
115 "2013-06-17" 0 0 0 1 1 1 0 1 0 0 0 0 1 0 0 1 0 1 0 0 1 0 1 0 0 0 1 1 1 1
116 "2013-06-18" 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 1 0 1 0 0 0 1 0 1 0
117 "2013-06-19" 0 1 0 0 1 1 0 0 0 1 0 1 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 1 1 0
118 "2013-06-20" 1 0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1
119 "2013-06-21" 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0
120 "2013-06-24" 1 0 1 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1
121 "2013-06-25" 1 0 0 0 0 0 1 0 1 1 0 0 1 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 1 0
122 "2013-06-26" 1 0 0 0 0 0 0 0 1 1 0 1 0 1 1 0 0 1 0 0 1 1 0 0 1 0 0 0 1 1
123 "2013-06-27" 0 0 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 1 1
124 "2013-06-28" 1 0 0 1 1 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 1 0 1 0
125 "2013-07-01" 1 0 0 1 0 0 0 1 1 0 0 0 0 1 0 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0
126 "2013-07-02" 1 0 0 1 1 1 0 1 0 0 0 0 0 1 1 1 0 0 0 0 1 1 1 0 0 0 0 0 1 0
127 "2013-07-03" 1 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0
128 "2013-07-05" 1 0 1 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
129 "2013-07-08" 1 0 1 0 1 0 1 0 0 0 0 0 1 0 0 1 1 1 0 0 0 0 1 0 0 0 1 1 1 0
130 "2013-07-09" 1 1 0 1 0 1 1 1 1 1 1 0 0 1 0 1 0 0 0 0 1 0 1 0 0 1 1 0 0 0
131 "2013-07-10" 1 0 0 1 0 1 0 1 0 1 1 0 1 0 1 1 1 0 0 0 1 0 1 0 0 0 0 1 0 0
132 "2013-07-11" 0 0 0 1 0 0 0 1 0 0 0 0 1 1 1 1 0 1 0 0 1 0 1 0 0 0 0 0 0 1
133 "2013-07-12" 1 0 1 1 1 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 1 0 1 0 1 0 0 0 0 0
134 "2013-07-15" 1 0 1 1 1 1 0 1 1 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 1 0 1 0
135 "2013-07-16" 1 0 1 1 1 1 0 0 0 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0
136 "2013-07-17" 1 0 1 1 0 0 0 0 0 0 1 0 1 0 1 0 1 1 1 0 1 1 0 1 0 0 0 1 0 0
137 "2013-07-18" 1 0 1 1 1 0 0 1 1 0 1 0 1 0 1 1 0 1 1 0 1 0 0 0 0 0 1 1 0 1
138 "2013-07-19" 0 0 0 1 0 0 0 1 0 1 1 1 1 0 0 1 1 0 1 0 1 0 0 0 0 0 1 0 0 0
139 "2013-07-22" 1 0 1 1 1 0 0 1 0 0 0 1 1 0 0 1 0 0 0 0 1 0 1 0 0 1 1 0 1 0
140 "2013-07-23" 0 1 0 1 1 0 0 1 0 1 0 0 1 1 1 0 0 1 0 0 1 0 1 0 1 0 0 0 0 0
141 "2013-07-24" 0 0 0 1 1 0 0 1 0 0 1 1 1 0 1 1 0 0 1 0 1 0 1 0 0 1 1 1 1 1
142 "2013-07-25" 0 0 1 1 1 0 0 1 0 0 0 1 0 1 1 1 1 0 1 0 0 0 1 0 0 0 0 0 1 0
143 "2013-07-26" 0 0 1 1 0 0 0 0 1 0 0 1 0 1 0 1 1 1 0 0 1 0 1 0 0 0 0 0 1 0
144 "2013-07-29" 1 0 0 1 1 0 1 1 1 1 1 1 1 1 1 0 1 0 0 0 1 1 1 1 0 1 1 1 0 1
145 "2013-07-30" 1 0 0 1 0 0 0 1 0 0 0 0 0 0 1 1 1 1 0 0 1 0 1 0 0 0 0 0 0 1
146 "2013-07-31" 1 0 0 1 0 0 0 1 0 1 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1
147 "2013-08-01" 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 1 1
148 "2013-08-02" 0 0 0 1 1 0 1 1 0 0 0 0 1 0 0 1 1 0 1 0 0 1 0 0 0 0 0 0 1 1
149 "2013-08-05" 0 0 1 1 0 0 0 1 0 1 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0
150 "2013-08-06" 0 0 0 1 1 0 0 1 0 1 1 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 1 0 1 0
151 "2013-08-07" 0 0 1 1 1 0 0 1 0 1 1 1 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0
152 "2013-08-08" 0 0 0 1 0 1 0 0 0 0 1 0 1 1 1 1 0 0 0 0 1 0 0 0 0 0 1 0 1 0
153 "2013-08-09" 0 0 0 1 0 1 0 0 1 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0
154 "2013-08-12" 0 0 0 1 0 0 1 1 1 0 0 1 0 0 1 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0
155 "2013-08-13" 0 0 0 1 0 1 1 1 0 1 0 1 0 1 1 1 0 0 1 0 1 1 0 0 0 0 1 0 1 0
156 "2013-08-14" 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0
157 "2013-08-15" 0 0 0 1 0 1 0 1 0 1 0 0 0 0 0 1 0 1 0 0 1 0 1 0 0 0 0 0 0 0
158 "2013-08-16" 0 0 0 1 0 1 0 0 1 0 1 0 0 0 0 1 1 1 0 0 1 1 1 0 0 0 0 0 0 0
159 "2013-08-19" 0 0 1 1 0 0 1 1 0 1 1 0 0 0 0 1 0 0 1 0 1 0 1 0 0 0 0 0 1 0
160 "2013-08-20" 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 1 1 1 0 0 1 0 0 0 0 0 0 0 1 0
161 "2013-08-21" 1 0 0 1 0 0 0 0 0 0 1 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 1 0 1 1
162 "2013-08-22" 0 0 0 1 0 0 1 0 0 0 1 1 0 1 0 1 0 0 0 0 1 1 0 0 0 0 0 0 1 0
163 "2013-08-23" 0 0 0 1 0 0 1 0 0 1 1 0 0 1 0 0 1 1 0 0 1 0 0 0 0 0 0 0 1 0
164 "2013-08-26" 0 0 0 1 1 0 1 0 1 0 0 0 1 1 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0
165 "2013-08-27" 1 0 0 1 0 1 1 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0
166 "2013-08-28" 1 0 0 1 0 0 1 1 1 0 1 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0
167 "2013-08-29" 1 0 0 1 0 0 1 1 0 0 1 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 1 1 0
168 "2013-08-30" 1 0 0 1 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0
169 "2013-09-03" 1 0 0 1 1 0 0 1 0 0 1 0 0 0 1 1 0 1 0 0 1 0 0 0 0 0 0 1 1 0
170 "2013-09-04" 1 0 0 1 1 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 1 0 1
171 "2013-09-05" 1 0 0 1 1 0 0 1 0 1 0 1 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1 1 0 0
172 "2013-09-06" 1 0 0 1 1 0 0 1 0 1 0 0 0 1 0 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0
173 "2013-09-09" 1 0 0 1 0 1 0 1 0 1 1 1 0 1 1 1 0 1 1 0 1 1 0 0 0 0 0 0 0 0
174 "2013-09-10" 1 0 0 1 0 1 1 1 0 0 0 1 0 0 1 1 1 0 0 1 1 1 0 0 0 0 0 1 1 0
175 "2013-09-11" 1 0 0 1 1 1 0 1 0 0 1 0 0 1 1 1 0 0 0 0 1 1 0 0 0 0 0 0 1 0
176 "2013-09-12" 1 0 0 1 1 1 1 1 1 1 0 0 0 1 0 0 0 0 1 0 1 1 0 0 0 0 0 1 1 0
177 "2013-09-13" 1 0 0 1 1 0 1 1 0 1 1 0 1 0 1 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0
178 "2013-09-16" 1 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1
179 "2013-09-17" 0 0 0 1 1 0 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 1 0
180 "2013-09-18" 0 0 0 1 1 0 0 1 0 0 1 1 1 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0
181 "2013-09-19" 0 0 0 1 1 0 1 1 1 1 0 1 1 0 1 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0
182 "2013-09-20" 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 1 0 0 0 0 0 1 1 0
183 "2013-09-23" 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 1
184 "2013-09-24" 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0
185 "2013-09-25" 0 0 0 1 1 0 0 1 1 1 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
186 "2013-09-26" 0 1 1 1 0 0 0 1 1 1 0 0 1 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0
187 "2013-09-27" 0 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0
188 "2013-09-30" 0 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 1 0
189 "2013-10-01" 0 0 1 1 0 1 0 1 0 0 1 1 1 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 1 0
190 "2013-10-02" 0 0 0 1 1 0 0 0 1 0 1 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
191 "2013-10-03" 0 0 0 1 1 1 0 1 1 0 1 0 0 1 0 1 0 0 0 1 1 1 1 1 0 0 0 0 0 1
192 "2013-10-04" 0 0 0 1 0 1 1 0 1 0 1 0 0 1 1 1 1 1 0 0 1 1 0 0 0 0 0 1 0 0
193 "2013-10-07" 1 0 1 1 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
194 "2013-10-08" 1 0 0 1 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1
195 "2013-10-09" 1 0 0 1 0 1 1 0 1 0 0 1 1 0 0 0 0 1 1 0 0 1 0 1 0 0 0 0 1 0
196 "2013-10-10" 1 0 0 1 1 1 1 0 1 0 1 0 1 0 0 1 1 1 1 0 1 1 1 0 0 1 0 1 1 1
197 "2013-10-11" 1 0 0 1 1 1 1 0 0 0 0 1 1 0 1 1 1 0 1 0 1 1 0 0 0 0 0 0 0 0
198 "2013-10-14" 1 1 1 1 1 1 1 0 1 0 1 1 1 0 1 1 0 0 1 0 1 1 1 1 0 0 0 1 0 0
199 "2013-10-15" 1 0 0 1 1 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0 1 0
200 "2013-10-16" 1 0 0 1 1 1 1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 0 0 0 0 0 0 0
201 "2013-10-17" 1 0 1 1 1 1 1 1 1 0 0 0 0 1 0 1 0 1 1 0 0 1 0 0 0 1 0 1 1 0
202 "2013-10-18" 1 0 0 1 1 1 1 1 1 0 1 1 1 0 1 0 0 1 0 0 1 1 1 0 0 0 0 0 1 0
203 "2013-10-21" 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 0 0 1 1 1 0 0 0 0 1 0 1
204 "2013-10-22" 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0
205 "2013-10-23" 1 0 0 1 1 0 0 1 1 1 0 0 1 0 1 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0
206 "2013-10-24" 1 0 0 1 1 1 1 0 1 1 0 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0 0 1 1 0
207 "2013-10-25" 1 1 1 1 1 1 0 0 1 1 1 1 1 0 0 1 0 0 1 0 1 1 0 0 0 0 0 0 1 0
208 "2013-10-28" 0 0 0 1 1 0 1 1 1 1 0 0 1 1 0 0 1 1 0 1 1 0 0 1 0 0 1 0 1 1
209 "2013-10-29" 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 0 0 1 1 1 0 1 0 0 1 1 0
210 "2013-10-30" 1 0 1 1 1 0 0 1 1 1 1 1 0 1 1 1 0 1 0 0 1 1 1 1 0 0 0 0 1 0
211 "2013-10-31" 1 0 1 1 1 0 0 0 0 1 1 1 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0
212 "2013-11-01" 1 0 0 1 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0
213 "2013-11-04" 0 0 0 1 0 0 1 1 1 0 1 0 1 0 1 0 1 0 0 0 1 1 0 0 0 0 0 1 1 0
214 "2013-11-05" 1 1 0 1 1 1 0 1 1 1 0 1 1 1 1 0 0 0 0 0 1 1 1 0 0 1 0 1 1 1
215 "2013-11-06" 1 0 0 1 1 1 0 1 1 1 0 1 1 0 1 0 0 1 0 0 1 0 0 1 1 0 0 1 1 0
216 "2013-11-07" 1 0 1 1 1 0 1 0 1 1 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0
217 "2013-11-08" 1 0 0 1 1 1 0 1 0 1 1 1 1 0 1 0 1 1 1 0 1 0 0 1 0 0 0 0 1 1
218 "2013-11-11" 1 0 0 1 0 1 0 1 1 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 1
219 "2013-11-12" 1 1 0 1 0 0 1 1 1 1 0 1 0 0 1 1 1 0 0 0 1 1 0 1 0 0 0 0 1 0
220 "2013-11-13" 1 0 0 1 1 1 0 1 0 1 0 1 0 0 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 0
221 "2013-11-14" 1 1 1 1 0 1 0 0 1 1 1 1 1 0 1 0 0 0 0 0 1 1 0 1 1 1 0 0 1 1
222 "2013-11-15" 0 1 0 1 1 0 0 1 1 1 1 1 0 1 1 1 0 1 0 0 1 1 0 0 1 0 0 1 1 1
223 "2013-11-18" 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0 1 0 0 0 1 0 0 0 1 0
224 "2013-11-19" 1 0 0 0 1 1 1 1 0 0 0 1 1 1 1 1 1 0 0 0 1 0 0 1 0 0 0 0 1 0
225 "2013-11-20" 1 0 0 1 1 0 0 1 0 1 0 0 1 0 1 0 1 0 0 1 0 1 0 0 0 0 0 0 1 1
226 "2013-11-21" 1 0 1 1 0 0 1 0 0 1 0 1 1 0 0 1 0 0 0 1 1 1 1 0 1 1 0 1 1 0
227 "2013-11-22" 1 0 1 1 1 0 0 1 0 1 0 1 1 1 0 1 0 0 1 0 1 0 0 1 1 1 1 1 1 0
228 "2013-11-25" 1 0 0 1 1 0 1 0 1 0 0 0 1 1 0 0 0 0 1 1 1 1 0 0 0 0 1 0 1 1
229 "2013-11-26" 0 1 1 1 1 0 0 0 1 1 0 0 0 1 1 0 0 0 1 1 1 0 0 0 1 0 1 0 1 1
230 "2013-11-27" 0 0 1 1 1 1 1 0 0 0 0 0 1 0 1 0 0 0 0 1 1 0 0 0 0 0 0 1 1 0
231 "2013-11-29" 0 0 0 1 1 1 0 0 1 1 0 0 1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0
232 "2013-12-02" 0 1 1 1 0 1 0 0 0 1 0 0 1 1 1 1 0 0 1 1 1 0 0 0 1 0 0 1 1 0
233 "2013-12-03" 1 1 0 1 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 1 1 0 0 1 0 0 1 1 0
234 "2013-12-04" 1 0 0 1 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0
235 "2013-12-05" 1 0 0 1 0 0 0 0 0 1 0 1 0 0 1 1 0 0 0 0 1 1 0 0 0 1 0 0 0 1
236 "2013-12-06" 0 1 0 1 1 1 0 1 1 1 0 1 0 0 1 1 1 0 1 0 1 0 0 1 0 0 0 1 0 1
237 "2013-12-09" 0 0 0 1 0 1 0 1 0 1 0 1 0 0 0 1 1 1 0 1 1 1 0 0 0 0 0 0 1 0
238 "2013-12-10" 0 0 0 1 0 0 0 0 0 0 0 1 1 1 0 1 1 1 0 0 1 1 0 0 0 0 0 0 0 0
239 "2013-12-11" 1 0 0 1 1 0 1 0 1 1 1 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 0 1 1 0
240 "2013-12-12" 1 0 0 1 1 0 0 0 0 1 0 1 1 0 1 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0
241 "2013-12-13" 1 0 0 1 1 0 1 0 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 1 1
242 "2013-12-16" 1 0 0 1 0 1 0 1 0 1 1 1 1 0 1 1 0 0 0 0 1 1 1 1 0 1 0 1 1 0
243 "2013-12-17" 1 1 0 1 1 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0
244 "2013-12-18" 1 1 0 1 1 1 0 1 1 0 0 1 1 0 1 0 1 1 0 0 1 1 0 1 0 0 0 0 1 0
245 "2013-12-19" 1 0 0 1 1 0 0 0 0 1 0 1 1 0 1 1 0 0 1 0 1 1 0 0 1 0 0 1 1 0
246 "2013-12-20" 1 0 0 1 1 1 1 0 1 1 0 0 1 0 1 1 0 0 0 0 1 1 0 0 0 0 0 1 0 0
247 "2013-12-23" 1 1 0 1 1 1 0 1 0 1 0 0 1 0 1 1 0 1 0 0 1 1 0 0 0 1 0 1 1 1
248 "2013-12-24" 1 0 0 1 0 1 0 1 1 1 0 1 1 0 1 1 1 0 0 0 1 1 1 0 0 0 0 1 0 0
249 "2013-12-26" 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 0 1 1 1 0 0 0 1 0 0 1 0
250 "2013-12-27" 0 0 0 1 0 1 1 1 0 1 1 1 1 0 1 1 1 1 0 0 1 0 0 0 0 0 0 1 1 0
251 "2013-12-30" 0 0 0 1 0 1 1 1 1 1 0 1 0 0 0 1 1 0 0 0 1 1 1 1 0 0 1 0 0 1
252 "2013-12-31" 0 0 1 1 0 1 1 1 1 1 0 1 1 0 1 1 0 1 0 1 1 0 0 0 0 0 0 0 1 0
253 "2014-01-02" 1 0 0 1 1 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 1
254 "2014-01-03" 0 0 1 1 0 0 1 1 0 1 1 1 0 0 1 1 0 0 0 0 1 0 1 1 0 0 0 0 0 0
255 "2014-01-06" 1 0 0 1 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 1 0 0
256 "2014-01-07" 0 1 1 1 0 0 1 1 1 1 0 0 0 0 1 1 0 1 0 1 1 1 1 0 0 1 1 0 1 0
257 "2014-01-08" 0 0 0 1 1 0 1 0 0 1 1 1 1 0 1 0 1 1 0 0 1 0 1 0 0 0 1 0 1 0
258 "2014-01-09" 0 0 0 1 1 1 0 1 0 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0
259 "2014-01-10" 1 0 1 1 1 1 0 0 0 0 0 1 0 0 1 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0
260 "2014-01-13" 1 1 1 1 1 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 1 0 1 0
261 "2014-01-14" 1 0 1 1 1 1 0 1 1 1 0 0 0 0 0 1 0 0 0 1 1 0 1 1 0 0 0 1 1 0
262 "2014-01-15" 0 0 1 1 0 1 0 1 1 0 1 1 1 0 1 1 1 1 0 1 1 0 1 0 0 0 0 0 0 0
263 "2014-01-16" 0 0 1 1 0 1 1 1 0 0 1 0 1 1 1 0 1 1 0 0 1 0 1 0 0 1 0 0 1 0
264 "2014-01-17" 0 0 1 1 1 0 1 1 0 0 1 1 1 1 1 1 0 0 1 0 1 0 0 0 0 0 0 0 1 0
265 "2014-01-21" 0 1 1 1 1 1 0 1 0 1 0 1 1 0 0 1 1 0 1 1 1 0 1 0 0 0 0 1 1 0
266 "2014-01-22" 0 0 0 1 0 0 0 1 1 1 0 1 0 0 0 1 0 0 0 0 1 0 0 1 1 1 0 1 1 1
267 "2014-01-23" 0 0 1 1 1 1 0 0 0 1 0 1 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0
268 "2014-01-24" 0 0 0 1 1 1 0 1 0 0 0 1 0 0 0 1 0 0 1 1 1 0 1 1 0 0 0 1 1 1
269 "2014-01-27" 1 0 0 1 1 1 1 0 0 1 0 1 1 0 1 0 0 1 0 1 1 0 1 1 0 0 0 0 1 0
270 "2014-01-28" 0 0 0 1 0 1 1 1 0 0 0 1 1 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 1 0
271 "2014-01-29" 0 0 0 1 1 0 0 1 1 1 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0
272 "2014-01-30" 0 0 1 1 1 1 0 1 1 1 1 1 0 0 0 1 0 1 0 1 1 1 0 1 0 1 0 0 1 1
273 "2014-01-31" 0 0 1 1 1 1 0 0 0 1 0 1 0 0 0 0 0 1 0 0 1 1 0 0 1 0 0 0 0 0
274 "2014-02-03" 1 0 0 1 1 0 0 1 1 1 0 0 0 0 1 1 0 0 0 0 1 0 1 0 0 0 0 0 1 0
275 "2014-02-04" 1 1 1 1 1 0 0 1 0 1 0 1 1 0 1 0 0 1 0 1 1 1 1 0 0 0 0 0 1 1
276 "2014-02-05" 1 1 0 1 1 0 1 1 1 1 0 1 1 1 0 0 0 0 0 1 1 0 1 1 0 0 0 0 1 1
277 "2014-02-06" 1 0 0 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0 0 1 1 0 0 1 0 0 0 0 1 0
278 "2014-02-07" 1 1 0 1 1 0 1 1 1 1 1 1 1 0 1 1 0 1 1 0 1 1 0 1 1 0 0 1 1 1
279 "2014-02-10" 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 1 1
280 "2014-02-11" 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 1 0 1 0 1 1 0 1 0 1 0 0 0 1 1
281 "2014-02-12" 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 0 0 0 1 0 1 0 0 1 0 1 1 1 1 1
282 "2014-02-13" 1 0 0 1 1 0 0 0 1 1 1 1 1 0 1 0 0 0 1 0 1 0 1 0 0 0 0 0 1 0
283 "2014-02-14" 0 0 0 1 1 0 1 1 1 1 1 1 1 0 1 0 1 0 0 0 1 1 1 1 0 0 1 0 1 0
284 "2014-02-18" 0 0 0 1 1 0 1 1 1 1 0 1 1 0 1 0 1 1 1 1 1 1 1 1 1 0 0 0 1 1
285 "2014-02-19" 1 0 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 1 0 1 1 1 1 0 0 0 1 1 0
286 "2014-02-20" 1 0 0 1 1 0 1 1 1 1 1 0 1 0 1 0 0 0 1 1 1 1 0 0 0 0 0 1 1 0
